Chr,Gene,MIS,MFS,Number_of_Haplotypes,Number_of_Haplotypes_Above_25_Samples
chr14,PF3D7_1400700,0.339,-2.3,,
chr14,PF3D7_1400800,1,-2.876,,
chr14,PF3D7_1400900,0.183,-2.961,,
chr14,PF3D7_1401000,1,-2.446,,
chr14,PF3D7_1401100,0.124,-2.979,396,32
chr14,PF3D7_1401200,0.225,-2.873,139,18
chr14,PF3D7_1401300,0.891,-3.073,140,15
chr14,PF3D7_1401400,1,0,61,9
chr14,PF3D7_1401500,0.133,-2.987,20,5
chr14,PF3D7_1401600,1,-1.412,291,15
chr14,PF3D7_1401700,0.127,-3.236,271,42
chr14,PF3D7_1401800,0.135,-2.947,69,4
chr14,PF3D7_1401900,1,-1.534,179,7
chr14,PF3D7_1402000,0.14,-3.249,366,10
chr14,PF3D7_1402100,0.967,-0.51,1360,47
chr14,PF3D7_1402200,0.128,-2.667,65,3
chr14,PF3D7_1402300,0.185,-2.939,187,9
chr14,PF3D7_1402400,0.135,-2.885,297,9
chr14,PF3D7_1402500,0.14,-2.905,46,2
chr14,PF3D7_1402700,1,-2.057,267,12
chr14,PF3D7_1402800,0.961,-1.778,1270,30
chr14,PF3D7_1402900,0.138,-3.166,491,12
chr14,PF3D7_1403000,0.968,-2.028,305,13
chr14,PF3D7_1403100,0.36,-2.538,1540,29
chr14,PF3D7_1403200,1,-1.113,179,16
chr14,PF3D7_1403300,1,-1.856,667,14
chr14,PF3D7_1403400,1,-0.61,425,20
chr14,PF3D7_1403500,1,-1.192,119,3
chr14,PF3D7_1403600,1,-0.523,67,3
chr14,PF3D7_1403700,1,0.347,107,12
chr14,PF3D7_1403800,1,-0.549,1183,30
chr14,PF3D7_1403900,0.172,-2.825,49,4
chr14,PF3D7_1404000,0.361,-2.59,41,1
chr14,PF3D7_1404100,0.125,-3.201,8,2
chr14,PF3D7_1404200,0.992,-1.804,47,2
chr14,PF3D7_1404300,1,-1.996,65,12
chr14,PF3D7_1404400,0.153,-2.839,67,3
chr14,PF3D7_1404500,0.137,-2.912,185,5
chr14,PF3D7_1404600,1,-2.864,259,8
chr14,PF3D7_1404700,0.192,-3.297,227,34
chr14,PF3D7_1404800,1,-2.062,941,23
chr14,PF3D7_1404900,0.738,-3.131,73,3
chr14,PF3D7_1405000,0.122,-3.073,366,14
chr14,PF3D7_1405100,1,-2.027,419,17
chr14,PF3D7_1405200,0.18,-2.632,74,5
chr14,PF3D7_1405300,1,-2.403,640,19
chr14,PF3D7_1405400,1,-0.847,721,18
chr14,PF3D7_1405500,1,-0.345,320,11
chr14,PF3D7_1405600,0.12,-2.846,21,1
chr14,PF3D7_1405700,0.241,-2.592,410,12
chr14,PF3D7_1405800,0.643,-2.42,707,16
chr14,PF3D7_1405900,0.987,-2.743,556,18
chr14,PF3D7_1406000,1,-1.56,29,1
chr14,PF3D7_1406100,1,-1.579,1163,26
chr14,PF3D7_1406200,0.135,-2.866,1177,23
chr14,PF3D7_1406300,0.139,-3.15,197,9
chr14,PF3D7_1406400,0.198,-3.327,178,4
chr14,PF3D7_1406500,1,-1.636,494,9
chr14,PF3D7_1406600,0.155,-3.209,704,25
chr14,PF3D7_1406700,0.185,-2.635,39,4
chr14,PF3D7_1406800,0.48,-2.163,17,1
chr14,PF3D7_1406900,0.119,-2.957,99,4
chr14,PF3D7_1407000,1,-0.785,286,9
chr14,PF3D7_1407100,0.902,-2.36,64,4
chr14,PF3D7_1407200,0.163,-3.332,88,5
chr14,PF3D7_1407300,0.242,-2.646,295,8
chr14,PF3D7_1407400,0.185,-2.718,126,4
chr14,PF3D7_1407500,0.142,-3.085,56,4
chr14,PF3D7_1407600,1,-1.443,1781,40
chr14,PF3D7_1407700,0.284,-2.8,144,13
chr14,PF3D7_1407800,1,-0.823,142,10
chr14,PF3D7_1407900,0.594,-2.401,203,9
chr14,PF3D7_1408000,0.249,-2.666,170,13
chr14,PF3D7_1408100,1,-0.66,157,3
chr14,PF3D7_1408200,1,-0.866,1184,22
chr14,PF3D7_1408300,0.989,-1.781,131,6
chr14,PF3D7_1408400,0.12,-2.996,303,9
chr14,PF3D7_1408500,0.186,-3.339,122,7
chr14,PF3D7_1408600,1,-2.487,29,3
chr14,PF3D7_1408700,0.999,-2.985,4142,33
chr14,PF3D7_1408800,0.981,-2.954,118,6
chr14,PF3D7_1408900,1,-0.542,56,4
chr14,PF3D7_1409000,0.732,-2.933,330,12
chr14,PF3D7_1409100,0.15,-2.791,659,22
chr14,PF3D7_1409200,0.962,0.319,127,7
chr14,PF3D7_1409300,0.13,-2.861,91,6
chr14,PF3D7_1409400,0.132,-3,16,2
chr14,PF3D7_1409500,1,-2.508,1449,38
chr14,PF3D7_1409600,0.961,-2.714,690,43
chr14,PF3D7_1409700,0.122,-3.094,587,19
chr14,PF3D7_1409800,1,0.966,128,5
chr14,PF3D7_1409900,0.185,-2.912,239,12
chr14,PF3D7_1410000,0.275,-3.422,108,3
chr14,PF3D7_1410100,0.168,-2.717,103,5
chr14,PF3D7_1410200,0.143,-2.778,240,12
chr14,PF3D7_1410300,1,-2.289,760,16
chr14,PF3D7_1410400,1,-2.245,744,68
chr14,PF3D7_1410500,0.172,-3.142,58,1
chr14,PF3D7_1410600,0.125,-2.97,20,2
chr14,PF3D7_1410700,0.79,-2.765,83,5
chr14,PF3D7_1410800,0.128,-3.272,24,1
chr14,PF3D7_1410900,0.585,-2.379,361,17
chr14,PF3D7_1411000,1,-2.493,946,26
chr14,PF3D7_1411100,0.139,-2.986,39,2
chr14,PF3D7_1411200,0.131,-3.135,212,7
chr14,PF3D7_1411300,0.229,-3.297,391,13
chr14,PF3D7_1411400,0.121,-2.938,793,21
chr14,PF3D7_1411500,0.185,-3.334,664,16
chr14,PF3D7_1411600,0.204,-2.741,318,9
chr14,PF3D7_1411700,0.981,-2.555,519,15
chr14,PF3D7_1411800,0.153,-3.308,224,10
chr14,PF3D7_1411900,0.998,0.58,105,7
chr14,PF3D7_1412000,0.907,-2.677,83,6
chr14,PF3D7_1412100,0.125,-3.083,377,7
chr14,PF3D7_1412200,1,-1.103,503,8
chr14,PF3D7_1412300,0.143,-3.281,4,1
chr14,PF3D7_1412400,1,-2.917,681,14
chr14,PF3D7_1412500,0.79,-2.191,9,2
chr14,PF3D7_1412600,0.122,-3.001,168,4
chr14,PF3D7_1412700,0.121,-3.052,1437,33
chr14,PF3D7_1412800,0.125,-3.019,49,1
chr14,PF3D7_1412900,0.964,-2.185,70,3
chr14,PF3D7_1413000,0.385,-2.562,263,10
chr14,PF3D7_1413100,1,0.576,451,17
chr14,PF3D7_1413200,0.997,-1.937,107,3
chr14,PF3D7_1413300,0.423,0.678,28,1
chr14,PF3D7_1413400,0.189,-2.662,320,11
chr14,PF3D7_1413500,0.139,-2.886,98,3
chr14,PF3D7_1413600,1,-0.634,354,16
chr14,PF3D7_1413700,0.229,-2.746,921,28
chr14,PF3D7_1413800,0.739,-2.403,114,4
chr14,PF3D7_1413900,0.94,-2.235,36,2
chr14,PF3D7_1414000,0.204,-3.472,64,2
chr14,PF3D7_1414100,0.203,-2.875,505,23
chr14,PF3D7_1414200,0.558,-2.419,422,32
chr14,PF3D7_1414300,0.861,0,11,2
chr14,PF3D7_1414400,0.145,-2.53,2,1
chr14,PF3D7_1414500,0.192,-2.721,980,18
chr14,PF3D7_1414600,0.211,-2.744,201,11
chr14,PF3D7_1414700,1,-1.594,1040,30
chr14,PF3D7_1414800,0.122,-3.272,75,1
chr14,PF3D7_1414900,0.129,-2.93,773,16
chr14,PF3D7_1415000,0.13,-3.285,69,4
chr14,PF3D7_1415100,1,-2.001,228,13
chr14,PF3D7_1415200,0.132,0,24,1
chr14,PF3D7_1415300,0.89,-2.977,46,3
chr14,PF3D7_1415400,1,-2.199,1038,25
chr14,PF3D7_1415500,1,-2.836,539,19
chr14,PF3D7_1415600,0.142,-2.895,1153,20
chr14,PF3D7_1415700,0.129,-2.976,67,2
chr14,PF3D7_1415800,0.156,-3.214,86,2
chr14,PF3D7_1415900,0.138,0,27,3
chr14,PF3D7_1416000,0.294,-2.58,86,5
chr14,PF3D7_1416100,0.143,-3.264,356,13
chr14,PF3D7_1416200,0.135,-2.929,664,8
chr14,PF3D7_1416300,0.12,-3.205,190,6
chr14,PF3D7_1416400,0.168,-2.65,254,11
chr14,PF3D7_1416500,1,-0.704,59,3
chr14,PF3D7_1416600,1,-1.037,2691,40
chr14,PF3D7_1416700,0.363,-2.657,56,6
chr14,PF3D7_1416800,0.12,-2.912,296,10
chr14,PF3D7_1416900,0.554,0,58,4
chr14,PF3D7_1417000,1,-1.778,232,11
chr14,PF3D7_1417100,0.529,0.291,178,4
chr14,PF3D7_1417200,1,-1.061,1929,21
chr14,PF3D7_1417300,0.999,-2.802,734,20
chr14,PF3D7_1417400,1,-1.628,,
chr14,PF3D7_1417500,0.278,-2.691,93,5
chr14,PF3D7_1417600,1,-2.743,1991,26
chr14,PF3D7_1417700,1,1.79,66,3
chr14,PF3D7_1417800,0.147,-2.829,54,8
chr14,PF3D7_1417900,0.213,-2.402,56,3
chr14,PF3D7_1418000,0.195,-2.557,37,1
chr14,PF3D7_1418100,1,-0.62,2239,49
chr14,PF3D7_1418200,0.185,-3.104,94,2
chr14,PF3D7_1418300,0.176,-3.039,44,3
chr14,PF3D7_1418400,,,1,1
chr14,PF3D7_1418800,,,26,2
chr14,PF3D7_1418900,1,-0.83,308,12
chr14,PF3D7_1419000,0.133,-2.799,584,26
chr14,PF3D7_1419100,1,-2.543,579,19
chr14,PF3D7_1419200,0.311,-3.438,246,15
chr14,PF3D7_1419300,0.119,-3.204,45,9
chr14,PF3D7_1419400,1,-2.322,1129,21
chr14,PF3D7_1419500,0.119,-3.089,86,3
chr14,PF3D7_1419600,0.149,-3.558,189,9
chr14,PF3D7_1419700,0.131,-3.132,180,14
chr14,PF3D7_1419800,0.123,-2.886,120,10
chr14,PF3D7_1419900,0.119,-2.98,127,4
chr14,PF3D7_1420000,0.728,-2.338,231,17
chr14,PF3D7_1420100,0.997,-2.674,1211,34
chr14,PF3D7_1420200,0.121,-3.07,586,20
chr14,PF3D7_1420300,0.126,-3.001,125,6
chr14,PF3D7_1420400,0.12,-2.951,332,8
chr14,PF3D7_1420500,0.98,-0.886,418,15
chr14,PF3D7_1420600,0.176,-2.769,332,20
chr14,PF3D7_1420700,0.991,0.436,434,20
chr14,PF3D7_1420800,0.999,-2.209,78,1
chr14,PF3D7_1420900,0.164,-3.203,56,3
chr14,PF3D7_1421000,0.876,0,70,4
chr14,PF3D7_1421100,1,-0.715,1322,38
chr14,PF3D7_1421200,0.846,0,16,1
chr14,PF3D7_1421300,1,-1.639,851,24
chr14,PF3D7_1421400,0.21,-2.836,57,3
chr14,PF3D7_1421500,0.953,-1.697,36,1
chr14,PF3D7_1421600,1,-0.259,303,11
chr14,PF3D7_1421700,,,15,2
chr14,PF3D7_1421800,0.203,-2.671,178,10
chr14,PF3D7_1421900,0.124,-2.986,61,4
chr14,PF3D7_1422000,0.132,0,9,2
chr14,PF3D7_1422100,0.173,-2.866,94,5
chr14,PF3D7_1422200,0.121,-2.925,62,2
chr14,PF3D7_1422300,0.168,-3.269,124,5
chr14,PF3D7_1422400,0.137,-2.84,1926,32
chr14,PF3D7_1422500,0.121,-3.176,101,3
chr14,PF3D7_1422600,1,-1.378,363,29
chr14,PF3D7_1422700,0.995,-2.679,1140,36
chr14,PF3D7_1422800,0.155,-2.815,190,16
chr14,PF3D7_1422900,0.556,-0.262,115,12
chr14,PF3D7_1423000,0.133,-3.163,128,4
chr14,PF3D7_1423100,1,-0.061,166,4
chr14,PF3D7_1423200,1,-1.097,188,18
chr14,PF3D7_1423300,0.357,-2.633,128,4
chr14,PF3D7_1423400,1,-1.978,812,26
chr14,PF3D7_1423500,1,-0.5,361,10
chr14,PF3D7_1423600,0.936,-0.774,15,2
chr14,PF3D7_1423700,1,-1.958,862,31
chr14,PF3D7_1423800,0.77,-3.028,215,4
chr14,PF3D7_1424100,0.166,-2.702,36,1
chr14,PF3D7_1424300,,,4,1
chr14,PF3D7_1424400,0.15,-2.895,40,1
chr14,PF3D7_1424700,,,1,1
chr14,PF3D7_1424900,,,2,1
chr14,PF3D7_1425200,0.245,-3.354,102,6
chr14,PF3D7_1425300,0.998,-2.59,105,4
chr14,PF3D7_1425400,1,-0.212,887,37
chr14,PF3D7_1425500,1,-0.301,55,4
chr14,PF3D7_1425600,1,-2.462,5,0
chr14,PF3D7_1425700,0.149,-2.69,103,7
chr14,PF3D7_1425800,0.181,-2.928,489,17
chr14,PF3D7_1425900,0.913,-2.92,72,2
chr14,PF3D7_1426000,0.27,-3.417,9,1
chr14,PF3D7_1426100,0.204,-2.717,11,1
chr14,PF3D7_1426200,0.967,0.148,21,2
chr14,PF3D7_1426300,0.886,-2.624,95,3
chr14,PF3D7_1426400,0.119,-3.043,46,2
chr14,PF3D7_1426500,1,-1.22,40,2
chr14,PF3D7_1426600,0.95,-2.827,1055,28
chr14,PF3D7_1426700,1,-2.966,250,24
chr14,PF3D7_1426800,0.13,-2.881,530,17
chr14,PF3D7_1426900,0.23,-2.492,12,1
chr14,PF3D7_1427000,0.122,-3.13,471,20
chr14,PF3D7_1427100,1,-1.144,374,23
chr14,PF3D7_1427200,0.364,-1.998,56,5
chr14,PF3D7_1427300,0.126,-3.157,154,3
chr14,PF3D7_1427400,0.152,-3.174,44,2
chr14,PF3D7_1427500,1,-0.94,70,6
chr14,PF3D7_1427600,0.409,-3.068,70,3
chr14,PF3D7_1427700,0.31,-2.567,9,3
chr14,PF3D7_1427800,0.137,-3.081,45,2
chr14,PF3D7_1427900,0.132,-3.026,29,2
chr14,PF3D7_1428000,1,0.051,75,3
chr14,PF3D7_1428100,1,-2.311,389,15
chr14,PF3D7_1428200,1,-0.985,341,16
chr14,PF3D7_1428300,1,0.023,52,3
chr14,PF3D7_1428400,1,0.461,865,24
chr14,PF3D7_1428500,1,-1.442,919,23
chr14,PF3D7_1428600,0.615,-2.828,91,8
chr14,PF3D7_1428700,1,-2.758,174,6
chr14,PF3D7_1428800,0.152,-3.282,100,3
chr14,PF3D7_1428900,0.128,-2.844,427,10
chr14,PF3D7_1429000,0.119,-2.982,94,6
chr14,PF3D7_1429100,0.126,-3.091,75,5
chr14,PF3D7_1429200,1,0.029,512,27
chr14,PF3D7_1429300,1,-0.794,84,9
chr14,PF3D7_1429400,1,-1.261,334,4
chr14,PF3D7_1429500,0.131,-2.934,390,17
chr14,PF3D7_1429600,1,-1.745,47,3
chr14,PF3D7_1429700,0.121,-2.989,61,3
chr14,PF3D7_1429800,0.12,-3,229,12
chr14,PF3D7_1429900,1,-2.509,859,41
chr14,PF3D7_1430000,1,0.352,109,5
chr14,PF3D7_1430100,0.476,-2.479,47,2
chr14,PF3D7_1430200,0.238,-2.729,198,5
chr14,PF3D7_1430300,0.998,-1.088,567,18
chr14,PF3D7_1430400,0.208,-2.864,341,15
chr14,PF3D7_1430500,1,-2.235,112,3
chr14,PF3D7_1430600,1,-0.386,142,4
chr14,PF3D7_1430700,0.125,-2.934,121,5
chr14,PF3D7_1430800,1,0,22,3
chr14,PF3D7_1430900,0.208,-2.528,29,3
chr14,PF3D7_1431000,0.194,-3.203,46,2
chr14,PF3D7_1431100,0.213,-2.852,61,8
chr14,PF3D7_1431200,1,-0.994,1597,49
chr14,PF3D7_1431300,0.783,-0.127,690,33
chr14,PF3D7_1431400,0.408,-2.45,509,28
chr14,PF3D7_1431500,1,-2.499,245,14
chr14,PF3D7_1431600,1,-0.263,73,2
chr14,PF3D7_1431700,0.481,-3.498,29,1
chr14,PF3D7_1431800,1,-2.209,439,14
chr14,PF3D7_1431900,1,-1.258,323,11
chr14,PF3D7_1432000,0.347,-3.418,143,14
chr14,PF3D7_1432100,0.513,-2.559,62,4
chr14,PF3D7_1432200,1,0.21,928,22
chr14,PF3D7_1432300,1,-1.947,1233,34
chr14,PF3D7_1432400,1,-1.38,525,17
chr14,PF3D7_1432500,0.135,-3.165,131,4
chr14,PF3D7_1432600,1,-1.503,454,12
chr14,PF3D7_1432700,0.992,-0.826,10,1
chr14,PF3D7_1432800,0.194,-2.63,356,14
chr14,PF3D7_1432900,0.638,-3.103,46,3
chr14,PF3D7_1433000,0.189,-2.549,11,1
chr14,PF3D7_1433100,1,-2.67,460,22
chr14,PF3D7_1433200,0.986,-0.868,904,23
chr14,PF3D7_1433300,0.488,-2.479,81,6
chr14,PF3D7_1433400,0.177,-2.755,1878,17
chr14,PF3D7_1433500,0.774,-2.962,247,13
chr14,PF3D7_1433600,0.972,-2.271,33,2
chr14,PF3D7_1433700,0.865,-3.033,1233,22
chr14,PF3D7_1433800,0.12,-3.099,1134,22
chr14,PF3D7_1433900,1,-1.275,1517,31
chr14,PF3D7_1434000,0.126,-3.1,106,8
chr14,PF3D7_1434100,0.999,-1.67,213,8
chr14,PF3D7_1434200,0.133,-3.037,6,1
chr14,PF3D7_1434300,0.233,-2.873,76,3
chr14,PF3D7_1434400,0.488,-2.586,77,3
chr14,PF3D7_1434500,0.119,-3.037,833,3
chr14,PF3D7_1434600,0.154,-3.203,252,14
chr14,PF3D7_1434700,1,0,6,1
chr14,PF3D7_1434800,0.509,-2.449,27,1
chr14,PF3D7_1434900,0.12,-3.04,179,6
chr14,PF3D7_1435000,0.159,-3.169,169,8
chr14,PF3D7_1435100,0.182,-2.641,147,5
chr14,PF3D7_1435200,0.975,-2.739,186,10
chr14,PF3D7_1435300,1,-0.382,836,29
chr14,PF3D7_1435400,0.202,-3.298,63,1
chr14,PF3D7_1435500,0.305,-2.753,102,4
chr14,PF3D7_1435600,0.129,-2.908,1078,21
chr14,PF3D7_1435700,1,-2.521,294,8
chr14,PF3D7_1435800,0.505,-2.547,198,6
chr14,PF3D7_1435900,0.179,-3.263,99,7
chr14,PF3D7_1436000,0.177,-3.115,135,6
chr14,PF3D7_1436100,0.12,-2.99,892,30
chr14,PF3D7_1436200,0.197,-2.717,1558,28
chr14,PF3D7_1436300,1,-2.182,731,51
chr14,PF3D7_1436400,0.926,-2.64,566,19
chr14,PF3D7_1436500,0.143,-3.217,186,5
chr14,PF3D7_1436600,0.179,-2.721,72,2
chr14,PF3D7_1436700,0.132,-3.046,529,15
chr14,PF3D7_1436800,0.173,-2.556,53,3
chr14,PF3D7_1436900,0.53,-2.972,37,1
chr14,PF3D7_1437000,0.12,-3.046,197,12
chr14,PF3D7_1437100,0.203,-3.156,92,3
chr14,PF3D7_1437200,0.14,-2.765,57,3
chr14,PF3D7_1437300,0.128,-2.746,88,2
chr14,PF3D7_1437400,0.92,-2.929,488,11
chr14,PF3D7_1437500,1,-1.662,108,9
chr14,PF3D7_1437600,0.138,-3.174,466,11
chr14,PF3D7_1437700,1,-2.269,335,10
chr14,PF3D7_1437800,0.12,-2.926,39,2
chr14,PF3D7_1437900,0.814,-2.425,48,2
chr14,PF3D7_1438000,1,-2.687,184,5
chr14,PF3D7_1438100,0.169,-2.953,41,2
chr14,PF3D7_1438200,,,2,1
chr14,PF3D7_1438400,1,-2.31,1660,24
chr14,PF3D7_1438500,0.121,-3.09,304,8
chr14,PF3D7_1438600,0.125,-3.008,58,6
chr14,PF3D7_1438700,0.124,-3.197,49,2
chr14,PF3D7_1438800,0.999,-2.432,166,5
chr14,PF3D7_1438900,0.848,-2.296,21,1
chr14,PF3D7_1439000,0.127,-2.749,86,4
chr14,PF3D7_1439100,1,-1.588,782,22
chr14,PF3D7_1439200,1,-2.218,631,16
chr14,PF3D7_1439300,0.15,-2.883,1096,25
chr14,PF3D7_1439400,0.876,-2.584,52,6
chr14,PF3D7_1439500,1,0.492,836,28
chr14,PF3D7_1439600,0.122,-2.71,31,1
chr14,PF3D7_1439700,0.121,-3.182,103,4
chr14,PF3D7_1439800,0.134,-3.157,35,1
chr14,PF3D7_1439900,0.122,-3.063,72,3
chr14,PF3D7_1440000,1,-1.494,1662,27
chr14,PF3D7_1440100,0.341,-2.607,526,16
chr14,PF3D7_1440200,0.12,-2.995,741,21
chr14,PF3D7_1440300,0.141,-2.951,168,6
chr14,PF3D7_1440400,0.141,-2.967,783,20
chr14,PF3D7_1440500,1,-0.154,131,7
chr14,PF3D7_1440600,0.918,-2.344,132,10
chr14,PF3D7_1440700,0.123,-3.099,321,9
chr14,PF3D7_1440800,0.964,-1.891,264,21
chr14,PF3D7_1440900,0.127,-2.969,103,10
chr14,PF3D7_1441000,0.826,-2.936,283,11
chr14,PF3D7_1441100,1,-0.602,88,6
chr14,PF3D7_1441200,0.37,-3.314,10,1
chr14,PF3D7_1441300,1,0.165,2022,47
chr14,PF3D7_1441400,0.12,-3.034,81,4
chr14,PF3D7_1441500,0.973,-2.662,144,8
chr14,PF3D7_1441600,1,-0.496,238,12
chr14,PF3D7_1441700,0.233,-3.322,167,7
chr14,PF3D7_1441800,1,0.401,72,4
chr14,PF3D7_1441900,0.122,0,12,1
chr14,PF3D7_1442000,0.124,-2.82,25,1
chr14,PF3D7_1442100,0.566,-3.267,27,1
chr14,PF3D7_1442200,0.998,-2.515,528,20
chr14,PF3D7_1442300,1,0.417,164,8
chr14,PF3D7_1442400,1,-0.445,1617,29
chr14,PF3D7_1442500,0.12,-2.967,451,15
chr14,PF3D7_1442600,1,0.542,137,0
chr14,PF3D7_1442700,1,-2.505,2139,34
chr14,PF3D7_1442800,0.184,-2.961,253,12
chr14,PF3D7_1442900,0.12,-3.05,1457,21
chr14,PF3D7_1443000,1,-0.485,851,26
chr14,PF3D7_1443100,0.12,-3.129,297,25
chr14,PF3D7_1443200,0.177,-3.321,250,8
chr14,PF3D7_1443300,0.121,-3.185,24,1
chr14,PF3D7_1443400,0.252,-2.75,488,19
chr14,PF3D7_1443500,0.122,-3.034,334,10
chr14,PF3D7_1443600,1,-2.099,730,17
chr14,PF3D7_1443700,0.234,-3.436,20,2
chr14,PF3D7_1443800,0.122,-3.101,183,6
chr14,PF3D7_1443900,0.135,-3.033,173,6
chr14,PF3D7_1444000,0.395,-3.332,134,8
chr14,PF3D7_1444100,1,-0.814,1101,5
chr14,PF3D7_1444200,1,-1.531,30,2
chr14,PF3D7_1444300,0.22,-2.951,47,5
chr14,PF3D7_1444400,0.12,-3.034,279,11
chr14,PF3D7_1444500,1,-1.267,756,25
chr14,PF3D7_1444600,0.155,-3.088,58,4
chr14,PF3D7_1444700,1,-1.486,70,2
chr14,PF3D7_1444800,0.268,-2.718,57,5
chr14,PF3D7_1444900,0.429,-2.413,91,2
chr14,PF3D7_1445000,0.171,-2.668,180,9
chr14,PF3D7_1445100,0.131,-3.15,786,33
chr14,PF3D7_1445200,0.126,-2.897,510,17
chr14,PF3D7_1445300,0.125,-2.888,305,14
chr14,PF3D7_1445400,0.223,-2.602,383,17
chr14,PF3D7_1445500,0.369,-3.298,84,3
chr14,PF3D7_1445600,0.962,0.487,409,21
chr14,PF3D7_1445700,0.222,-2.639,76,4
chr14,PF3D7_1445800,0.999,-2.887,502,18
chr14,PF3D7_1445900,0.276,-3.019,39,1
chr14,PF3D7_1446000,,,5,1
chr14,PF3D7_1446100,1,-1.042,517,19
chr14,PF3D7_1446200,0.122,-3.038,124,6
chr14,PF3D7_1446300,1,-0.587,617,17
chr14,PF3D7_1446400,0.915,-2.679,147,4
chr14,PF3D7_1446500,0.12,-2.99,1812,30
chr14,PF3D7_1446600,0.804,-2.081,11,1
chr14,PF3D7_1446700,0.49,-2.537,74,3
chr14,PF3D7_1446800,0.271,-3.645,51,4
chr14,PF3D7_1446900,1,-2.205,87,5
chr14,PF3D7_1447000,0.659,-2.107,11,1
chr14,PF3D7_1447100,1,-1.075,79,3
chr14,PF3D7_1447200,0.131,-2.993,306,16
chr14,PF3D7_1447300,0.194,0,18,2
chr14,PF3D7_1447400,0.119,-3.657,69,6
chr14,PF3D7_1447500,0.947,0,54,2
chr14,PF3D7_1447600,0.256,-2.412,48,4
chr14,PF3D7_1447700,0.122,-3.051,72,3
chr14,PF3D7_1447800,1,-1.679,1144,14
chr14,PF3D7_1447900,0.129,-2.868,383,20
chr14,PF3D7_1448000,0.14,-2.847,616,25
chr14,PF3D7_1448100,0.246,-3.415,85,3
chr14,PF3D7_1448200,1,-0.452,635,24
chr14,PF3D7_1448300,0.997,-0.436,1195,39
chr14,PF3D7_1448400,0.853,-2.717,222,13
chr14,PF3D7_1448500,1,-1.164,451,3
chr14,PF3D7_1448600,0.145,-2.594,108,5
chr14,PF3D7_1448700,0.125,-3.121,262,10
chr14,PF3D7_1448800,0.241,-3.2,96,5
chr14,PF3D7_1448900,0.144,-2.865,23,1
chr14,PF3D7_1449000,0.998,-1.4,422,71
chr14,PF3D7_1449100,0.141,-2.88,801,23
chr14,PF3D7_1449200,0.807,-3.535,26,2
chr14,PF3D7_1449300,0.982,-2.543,532,25
chr14,PF3D7_1449400,0.13,-2.842,1714,38
chr14,PF3D7_1449500,0.403,-2.664,410,16
chr14,PF3D7_1449600,0.122,-3.135,323,16
chr14,PF3D7_1449700,0.119,-3.009,1001,24
chr14,PF3D7_1449800,0.121,-3.201,88,3
chr14,PF3D7_1449900,0.144,-3.174,240,6
chr14,PF3D7_1450000,0.127,-2.929,48,4
chr14,PF3D7_1450100,0.122,-3.044,69,1
chr14,PF3D7_1450200,0.204,-3.912,53,5
chr14,PF3D7_1450300,0.157,-3.25,485,14
chr14,PF3D7_1450400,1,-1.418,1514,47
chr14,PF3D7_1450500,0.999,-2.077,1505,43
chr14,PF3D7_1450600,0.223,-2.648,337,10
chr14,PF3D7_1450700,1,-0.391,624,23
chr14,PF3D7_1450800,0.965,-2.854,195,12
chr14,PF3D7_1450900,0.162,-2.727,212,12
chr14,PF3D7_1451000,0.991,-2.641,705,24
chr14,PF3D7_1451100,0.368,-2.544,11,1
chr14,PF3D7_1451200,1,-2.046,1133,25
chr14,PF3D7_1451300,0.624,-2.425,70,2
chr14,PF3D7_1451400,1,-0.804,920,32
chr14,PF3D7_1451500,0.554,-2.03,72,4
chr14,PF3D7_1451600,0.366,-2.734,324,7
chr14,PF3D7_1451700,0.996,0,6,1
chr14,PF3D7_1451800,0.572,-2.361,92,6
chr14,PF3D7_1451900,0.159,-2.786,583,19
chr14,PF3D7_1452000,0.229,-2.619,858,34
chr14,PF3D7_1452100,0.123,-3.788,79,2
chr14,PF3D7_1452200,0.123,-3.014,225,7
chr14,PF3D7_1452300,0.389,-1.07,132,6
chr14,PF3D7_1452400,0.502,-2.536,459,12
chr14,PF3D7_1452500,0.128,-3.041,114,5
chr14,PF3D7_1452600,0.14,-2.896,2516,38
chr14,PF3D7_1452700,0.191,-3.134,157,5
chr14,PF3D7_1452800,0.999,-2.825,185,9
chr14,PF3D7_1452900,0.12,-3.077,111,6
chr14,PF3D7_1453000,0.921,-2.955,643,13
chr14,PF3D7_1453100,0.994,-1.81,393,14
chr14,PF3D7_1453200,0.704,-1.834,927,59
chr14,PF3D7_1453300,0.228,-3.556,8,1
chr14,PF3D7_1453400,1,-0.893,909,13
chr14,PF3D7_1453500,0.246,-2.681,270,6
chr14,PF3D7_1453600,1,-1.673,1394,32
chr14,PF3D7_1453700,0.682,-3.002,31,2
chr14,PF3D7_1453800,0.121,-2.984,301,19
chr14,PF3D7_1453900,0.178,-2.752,919,20
chr14,PF3D7_1454000,0.244,-2.624,277,5
chr14,PF3D7_1454100,0.125,-3.121,47,2
chr14,PF3D7_1454200,0.633,0.08,601,19
chr14,PF3D7_1454300,1,-1.692,496,14
chr14,PF3D7_1454400,0.142,-3.25,320,18
chr14,PF3D7_1454500,0.141,-3.156,40,4
chr14,PF3D7_1454600,0.347,-2.911,54,2
chr14,PF3D7_1454700,0.119,-3.063,77,3
chr14,PF3D7_1454800,1,-0.473,60,3
chr14,PF3D7_1454900,0.647,-2.439,29,4
